Event start date;Actor specified;Actor specified 1;Actor specified 2;Actor 1;Actor 2;Oblast number;Year
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;For Ukraine;URP;310;977;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;For Ukraine;KUN;310;454;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;For Ukraine;Sobor party;310;763;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;People's self-defense (NS);Civic Position;627;162;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;People's self-defense (NS);UNP;627;969;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;People's self-defense (NS);URP;627;977;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;People's self-defense (NS);KUN;627;454;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;People's self-defense (NS);Sobor party;627;763;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;Civic Position;UNP;162;969;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;Civic Position;URP;162;977;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;Civic Position;KUN;162;454;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;Civic Position;Sobor party;162;763;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;UNP;URP;969;977;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;UNP;KUN;969;454;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;UNP;Sobor party;969;763;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;URP;KUN;977;454;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;URP;Sobor party;977;763;21;2012
04.07.2012;Svoboda, BYT, FoC, NRU, PRP, For Ukraine, People's self-defense (NS), Civic Position, UNP, URP, KUN, Sobor party;KUN;Sobor party;454;763;21;2012
04.07.2012;Svoboda, Brotherhood of UPA Soldiers;Svoboda;Brotherhood of UPA soldiers;823;100;3;2012
04.07.2012;Svoboda, BYT, FoC, Civic Position;Svoboda;BYT;823;103;13;2012
04.07.2012;Svoboda, BYT, FoC, Civic Position;Svoboda;FoC;823;290;13;2012
04.07.2012;Svoboda, BYT, FoC, Civic Position;Svoboda;Civic Position;823;162;13;2012
04.07.2012;Svoboda, BYT, FoC, Civic Position;BYT;FoC;103;290;13;2012
04.07.2012;Svoboda, BYT, FoC, Civic Position;BYT;Civic Position;103;162;13;2012
04.07.2012;Svoboda, BYT, FoC, Civic Position;FoC;Civic Position;290;162;13;2012
04.07.2012;Svoboda, UDAR;Svoboda;UDAR;823;873;15;2012
04.07.2012;Svoboda, FoC, BYT, For Ukraine, UDAR;Svoboda;FoC;823;290;16;2012
04.07.2012;Svoboda, FoC, BYT, For Ukraine, UDAR;Svoboda;BYT;823;103;16;2012
04.07.2012;Svoboda, FoC, BYT, For Ukraine, UDAR;Svoboda;For Ukraine;823;310;16;2012
04.07.2012;Svoboda, FoC, BYT, For Ukraine, UDAR;Svoboda;UDAR;823;873;16;2012
04.07.2012;Svoboda, FoC, BYT, For Ukraine, UDAR;FoC;BYT;290;103;16;2012
04.07.2012;Svoboda, FoC, BYT, For Ukraine, UDAR;FoC;For Ukraine;290;310;16;2012
04.07.2012;Svoboda, FoC, BYT, For Ukraine, UDAR;FoC;UDAR;290;873;16;2012
04.07.2012;Svoboda, FoC, BYT, For Ukraine, UDAR;BYT;For Ukraine;103;310;16;2012
04.07.2012;Svoboda, FoC, BYT, For Ukraine, UDAR;BYT;UDAR;103;873;16;2012
04.07.2012;Svoboda, FoC, BYT, For Ukraine, UDAR;For Ukraine;UDAR;310;873;16;2012
04.07.2012;BYT, FoC, Civic Position;BYT;FoC;103;290;17;2012
04.07.2012;BYT, FoC, Civic Position;BYT;Civic Position;103;162;17;2012
04.07.2012;BYT, FoC, Civic Position;FoC;Civic Position;290;162;17;2012
04.07.2012;BYT, FoC, Civic Position;BYT;FoC;103;290;17;2012
04.07.2012;BYT, FoC, Civic Position;BYT;Civic Position;103;162;17;2012
04.07.2012;BYT, FoC, Civic Position;FoC;Civic Position;290;162;17;2012
04.07.2012;Svoboda, BYT, FoC, OPIR;Svoboda;BYT;823;103;18;2012
04.07.2012;Svoboda, BYT, FoC, OPIR;Svoboda;FoC;823;290;18;2012
04.07.2012;Svoboda, BYT, FoC, OPIR;Svoboda;OPORA;823;585;18;2012
04.07.2012;Svoboda, BYT, FoC, OPIR;BYT;FoC;103;290;18;2012
04.07.2012;Svoboda, BYT, FoC, OPIR;BYT;OPORA;103;585;18;2012
04.07.2012;Svoboda, BYT, FoC, OPIR;FoC;OPORA;290;585;18;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;Svoboda;UNP;823;969;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;Svoboda;UDAR;823;873;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;Svoboda;BYT;823;103;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;Svoboda;NRU;823;572;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;Svoboda;Karpats'ka Sich patriotic movement;823;436;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;Svoboda;Prosvita;823;658;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;UNP;UDAR;969;873;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;UNP;BYT;969;103;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;UNP;NRU;969;572;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;UNP;Karpats'ka Sich patriotic movement;969;436;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;UNP;Prosvita;969;658;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;UDAR;BYT;873;103;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;UDAR;NRU;873;572;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;UDAR;Karpats'ka Sich patriotic movement;873;436;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;UDAR;Prosvita;873;658;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;BYT;NRU;103;572;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;BYT;Karpats'ka Sich patriotic movement;103;436;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;BYT;Prosvita;103;658;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;NRU;Karpats'ka Sich patriotic movement;572;436;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;NRU;Prosvita;572;658;7;2012
04.07.2012;Svoboda, UNP, UDAR, BYT, NRU, Karpats'ka Sich patriotic movement, Prosvita;Karpats'ka Sich patriotic movement;Prosvita;436;658;7;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);BYT;FoC;103;290;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);BYT;Civic Position;103;162;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);BYT;Svoboda;103;823;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);BYT;NRU;103;572;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);BYT;Civic Position;103;162;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);BYT;PRP (Reforms and Order);103;667;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);FoC;Civic Position;290;162;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);FoC;Svoboda;290;823;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);FoC;NRU;290;572;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);FoC;Civic Position;290;162;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);FoC;PRP (Reforms and Order);290;667;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);Civic Position;Svoboda;162;823;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);Civic Position;NRU;162;572;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);Civic Position;Civic Position;162;162;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);Civic Position;PRP (Reforms and Order);162;667;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);Svoboda;NRU;823;572;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);Svoboda;Civic Position;823;162;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);Svoboda;PRP (Reforms and Order);823;667;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);NRU;Civic Position;572;162;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);NRU;PRP (Reforms and Order);572;667;2;2012
04.07.2012;BYT, FoC, Civic Position, Svoboda, NRU, Civic Position, PRP (Reforms and Order);Civic Position;PRP (Reforms and Order);162;667;2;2012
04.07.2012;Svoboda, Sokil, Prosvita;Svoboda;Sokil;823;768;8;2012
04.07.2012;Svoboda, Sokil, Prosvita;Svoboda;Prosvita;823;658;8;2012
04.07.2012;Svoboda, Sokil, Prosvita;Sokil;Prosvita;768;658;8;2012
04.07.2012;Svoboda, FoC, UDAR;Svoboda;FoC;823;290;6;2012
04.07.2012;Svoboda, FoC, UDAR;Svoboda;UDAR;823;873;6;2012
04.07.2012;Svoboda, FoC, UDAR;FoC;UDAR;290;873;6;2012
05.07.2012;UNP, UDAR, BYT, Svoboda, NRU;UNP;UDAR;969;873;23;2012
05.07.2012;UNP, UDAR, BYT, Svoboda, NRU;UNP;BYT;969;103;23;2012
05.07.2012;UNP, UDAR, BYT, Svoboda, NRU;UNP;Svoboda;969;823;23;2012
05.07.2012;UNP, UDAR, BYT, Svoboda, NRU;UNP;NRU;969;572;23;2012
05.07.2012;UNP, UDAR, BYT, Svoboda, NRU;UDAR;BYT;873;103;23;2012
05.07.2012;UNP, UDAR, BYT, Svoboda, NRU;UDAR;Svoboda;873;823;23;2012
05.07.2012;UNP, UDAR, BYT, Svoboda, NRU;UDAR;NRU;873;572;23;2012
05.07.2012;UNP, UDAR, BYT, Svoboda, NRU;BYT;Svoboda;103;823;23;2012
05.07.2012;UNP, UDAR, BYT, Svoboda, NRU;BYT;NRU;103;572;23;2012
05.07.2012;UNP, UDAR, BYT, Svoboda, NRU;Svoboda;NRU;823;572;23;2012
05.07.2012;CoRD, Svoboda;CoRD;Svoboda;196;823;24;2012
05.07.2012;CoRD, Svoboda;CoRD;Svoboda;196;823;24;2012
05.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC;Our Ukraine;UNP;604;969;4;2012
05.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC;Our Ukraine;KUN;604;454;4;2012
05.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC;Our Ukraine;Svoboda;604;823;4;2012
05.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC;Our Ukraine;FoC;604;290;4;2012
05.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC;UNP;KUN;969;454;4;2012
05.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC;UNP;Svoboda;969;823;4;2012
05.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC;UNP;FoC;969;290;4;2012
05.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC;KUN;Svoboda;454;823;4;2012
05.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC;KUN;FoC;454;290;4;2012
05.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC;Svoboda;FoC;823;290;4;2012
05.07.2012;Green Front, Labor Kharkivshchyna, Borotba, Svoboda;Green Front;Labor Kharkivshchyna;362;469;20;2012
05.07.2012;Green Front, Labor Kharkivshchyna, Borotba, Svoboda;Green Front;Borotba;362;93;20;2012
05.07.2012;Green Front, Labor Kharkivshchyna, Borotba, Svoboda;Green Front;Svoboda;362;823;20;2012
05.07.2012;Green Front, Labor Kharkivshchyna, Borotba, Svoboda;Labor Kharkivshchyna;Borotba;469;93;20;2012
05.07.2012;Green Front, Labor Kharkivshchyna, Borotba, Svoboda;Labor Kharkivshchyna;Svoboda;469;823;20;2012
05.07.2012;Green Front, Labor Kharkivshchyna, Borotba, Svoboda;Borotba;Svoboda;93;823;20;2012
05.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;FoC;103;290;10;2012
05.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;Civic Position;103;162;10;2012
05.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;Svoboda;103;823;10;2012
05.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;UDAR;103;873;10;2012
05.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;BYT;European Party of Ukraine;103;265;10;2012
05.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;Civic Position;290;162;10;2012
05.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;Svoboda;290;823;10;2012
05.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;UDAR;290;873;10;2012
05.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;FoC;European Party of Ukraine;290;265;10;2012
05.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Civic Position;Svoboda;162;823;10;2012
05.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Civic Position;UDAR;162;873;10;2012
05.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Civic Position;European Party of Ukraine;162;265;10;2012
05.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Svoboda;UDAR;823;873;10;2012
05.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;Svoboda;European Party of Ukraine;823;265;10;2012
05.07.2012;BYT, FoC, Civic Position, Svoboda, UDAR, European Party of Ukraine;UDAR;European Party of Ukraine;873;265;10;2012
05.07.2012;BYT, UDAR, Svoboda;BYT;UDAR;103;873;19;2012
05.07.2012;BYT, UDAR, Svoboda;BYT;Svoboda;103;823;19;2012
05.07.2012;BYT, UDAR, Svoboda;UDAR;Svoboda;873;823;19;2012
05.07.2012;Svoboda, Sokil, Prosvita;Svoboda;Sokil;823;768;8;2012
05.07.2012;Svoboda, Sokil, Prosvita;Svoboda;Prosvita;823;658;8;2012
05.07.2012;Svoboda, Sokil, Prosvita;Sokil;Prosvita;768;658;8;2012
06.07.2012;BYT, Svoboda;BYT;Svoboda;103;823;23;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;Our Ukraine;UNP;604;969;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;Our Ukraine;KUN;604;454;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;Our Ukraine;Svoboda;604;823;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;Our Ukraine;FoC;604;290;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;Our Ukraine;BYT;604;103;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;Our Ukraine;Common Cause;604;176;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;UNP;KUN;969;454;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;UNP;Svoboda;969;823;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;UNP;FoC;969;290;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;UNP;BYT;969;103;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;UNP;Common Cause;969;176;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;KUN;Svoboda;454;823;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;KUN;FoC;454;290;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;KUN;BYT;454;103;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;KUN;Common Cause;454;176;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;Svoboda;FoC;823;290;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;Svoboda;BYT;823;103;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;Svoboda;Common Cause;823;176;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;FoC;BYT;290;103;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;FoC;Common Cause;290;176;4;2012
06.07.2012;Our Ukraine, UNP, KUN, Svoboda, FoC, BYT, Common Cause;BYT;Common Cause;103;176;4;2012
06.07.2012;Svoboda, Fight Club;Svoboda;Fight Club;823;288;10;2012
06.07.2012;PR, CPU, Dozor, Party of Stalin;PR;CPU;649;208;15;2012
06.07.2012;PR, CPU, Dozor, Party of Stalin;PR;Dozor;649;233;15;2012
06.07.2012;PR, CPU, Dozor, Party of Stalin;PR;Party of Stalin;649;613;15;2012
06.07.2012;PR, CPU, Dozor, Party of Stalin;CPU;Dozor;208;233;15;2012
06.07.2012;PR, CPU, Dozor, Party of Stalin;CPU;Party of Stalin;208;613;15;2012
06.07.2012;PR, CPU, Dozor, Party of Stalin;Dozor;Party of Stalin;233;613;15;2012
06.07.2012;Chornobyl-Sumy, Chornobyl Union of Ukraine;Chornobyl;Chornobyl Union of Ukraine;128;133;18;2012
06.07.2012;BYT, Svoboda;BYT;Svoboda;103;823;2;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);Svoboda;FoC;823;290;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);Svoboda;BYT;823;103;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);Svoboda;UDAR;823;873;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);Svoboda;Volya (Freedom);823;993;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);FoC;BYT;290;103;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);FoC;UDAR;290;873;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);FoC;Volya (Freedom);290;993;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);BYT;UDAR;103;873;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);BYT;Volya (Freedom);103;993;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);UDAR;Volya (Freedom);873;993;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);Svoboda;FoC;823;290;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);Svoboda;BYT;823;103;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);Svoboda;UDAR;823;873;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);Svoboda;Volya (Freedom);823;993;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);FoC;BYT;290;103;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);FoC;UDAR;290;873;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);FoC;Volya (Freedom);290;993;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);BYT;UDAR;103;873;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);BYT;Volya (Freedom);103;993;23;2012
07.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);UDAR;Volya (Freedom);873;993;23;2012
07.07.2012;Ukrainian House, BYT;Ukrainian House;BYT;895;103;1;2012
07.07.2012;Young Prosvita, SUM, MNK, KUN;Young Prosvita;SUM;1034;817;20;2012
07.07.2012;Young Prosvita, SUM, MNK, KUN;Young Prosvita;Youth nationalist congress (MNK);1034;1055;20;2012
07.07.2012;Young Prosvita, SUM, MNK, KUN;Young Prosvita;KUN;1034;454;20;2012
07.07.2012;Young Prosvita, SUM, MNK, KUN;SUM;Youth nationalist congress (MNK);817;1055;20;2012
07.07.2012;Young Prosvita, SUM, MNK, KUN;SUM;KUN;817;454;20;2012
07.07.2012;Young Prosvita, SUM, MNK, KUN;Youth nationalist congress (MNK);KUN;1055;454;20;2012
08.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);Svoboda;FoC;823;290;23;2012
08.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);Svoboda;BYT;823;103;23;2012
08.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);Svoboda;UDAR;823;873;23;2012
08.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);Svoboda;Volya (Freedom);823;993;23;2012
08.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);FoC;BYT;290;103;23;2012
08.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);FoC;UDAR;290;873;23;2012
08.07.2012;Svoboda, FoC, BYT, UDAR, Volya (Freedom);FoC;Volya (Freedom);290;993;23;2012
